ID;LAT;LON;New Greenlandic name;Old Greenlandic name;Foreign name;Official name;Alternative names;RGI_ID;GLIMS_ID;RGI_CEN_LON;RGI_CEN_LAT;Type
GGN0001;60,1166;-43,37;Sermeq Kujalleq;Sermeq Kujatdleq; ;Sermeq Kujalleq; ;RGI40-05.04361;G316578E60159N;-43,4217;60,1593;LGIC
GGN0002;60,1349;-43,5125;Sermeq Avannarleq;Sermeq Avangnardleq; ;Sermeq Avannarleq; ;RGI40-05.04363;G316482E60158N;-43,5182;60,1584;LGIC
GGN0003;60,1627;-43,7278;Sermikasik Avannarleq;Sermikasik Avangnardleq; ;Sermikasik Avannarleq; ;RGI40-05.04356;G316285E60178N;-43,7154;60,1779;LGIC
GGN0004;60,1639;-43,7038;Sermikasik Kujalleq;Sermikasik Kujatdleq; ;Sermikasik Kujalleq; ;RGI40-05.04356;G316285E60178N;-43,7154;60,1779;LGIC
GGN0005;60,2171;-43,337;Sermeq Avannarleq;Sermeq Avangnardleq; ;Sermeq Avannarleq; ;RGI40-05.04332;G316577E60220N;-43,4229;60,2199;LGIC
GGN0006;60,2352;-43,2644;Sermeq Qeqqarleq;Sermeq Qerqardleq; ;Sermeq Qeqqarleq; ;RGI40-05.04331;G316702E60261N;-43,2980;60,2613;LGIC
GGN0007;60,2505;-43,2445;Sermeq Kujalleq;Sermeq Kujatdleq; ;Sermeq Kujalleq; ;RGI40-05.04331;G316702E60261N;-43,2980;60,2613;LGIC
GGN0008;60,3098;-43,948;Paarliit Sermiat; ; ;Paarliit Sermiat;Paarliit Sermia;RGI40-05.04309;G316193E60315N;-43,8066;60,3151;LGIC
GGN0009;60,3114;-45,2736; ; ;Napasorsuaq Gletsjer;Napasorsuaq Gletsjer; ;RGI40-05.03779;G314725E60307N;-45,2749;60,3074;LGIC
GGN0010;60,3479;-44,1093;Sermikasik; ; ;Sermikasik; ;RGI40-05.03889;G315849E60344N;-44,1513;60,3436;LGIC
GGN0011;60,4097;-44,1272;Qinngorliit Sermiat; ; ;Qinngorliit Sermiat;Qinngerliit Sermiat;RGI40-05.04288;G315830E60462N;-44,1699;60,4622;LGIC
GGN0012;60,5319;-44,4256;Sermitsiaq;Sermitsiaq; ;Sermitsiaq; ;RGI40-05.04052;G315652E60546N;-44,3482;60,5455;LGIC
GGN0013;60,5686;-44,4636;Sermersuasik; ; ;Sermersuasik; ;RGI40-05.04143;G315572E60586N;-44,4281;60,5864;LGIC
GGN0014;60,7022;-45,2375;Sermitsiaq Killeq;Sermitsiaq Kitdleq; ;Sermitsiaq Killeq; ;RGI40-05.04402;G314767E60701N;-45,2333;60,7008;LGIC
GGN0015;60,7165;-45,207;Sermitsiaq Kangilleq;Sermitsiaq Kangigdleq; ;Sermitsiaq Kangilleq; ;RGI40-05.04310;G314796E60715N;-45,2044;60,7145;LGIC
GGN0016;60,7977;-44,4902;Sermeq;Sermeq; ;Sermeq; ;;;;;GrIS
GGN0017;60,8598;-44,8764;Siorallip Sermia;Sioragdlip Sermia; ;Siorallip Sermia; ;;;;;GrIS
GGN0018;60,9667;-44,9167;Sermeq Kangilleq;Sermeq Kangigdleq; ;Sermeq Kangilleq; ;;;;;GrIS
GGN0019;60,9833;-45,0167; ; ;Jespersen Bræ;Jespersen Bræ; ;;;;;GrIS
GGN0020;60,9845;-46,9863;Sermilik; ;Sermilik Bræ;Sermilik; ;;;;;GrIS
GGN0021;60,9938;-45,9079; ; ;Narsaq Bræ;Narsaq Bræ; ;RGI40-05.04721;G314094E60995N;-45,9058;60,9954;LGIC
GGN0022;61,0088;-46,686;Qalerallit Sermiat;Qaleragdlit Sermiat; ;Qalerallit Sermiat; ;;;;;GrIS
GGN0023;61,0373;-46,5812;Naajat Sermiat;Naujat Sermiat; ;Naajat Sermiat; ;;;;;GrIS
GGN0024;61,05;-47,6667; ; ;Nordre Qipisaqqu Bræ;Nordre Qipisaqqu Bræ; ;;;;;GrIS
GGN0025;61,05;-47,5; ; ;Søndre Qipisaqqu Bræ;Søndre Qipisaqqu Bræ; ;;;;;GrIS
GGN0026;61,09;-46,4184;Ilorliit;Ilordlît; ;Ilorliit; ;;;;;GrIS
GGN0027;61,095;-46,3171;Serminnguaq;Sermínguaq; ;Serminnguaq; ;;;;;GrIS
GGN0028;61,1452;-47,7424; ; ;Søndre Qoornoq Bræ;Søndre Qoornoq Bræ; ;;;;;GrIS
GGN0029;61,1912;-47,7181; ; ;Nordre Qoornoq Bræ;Nordre Qoornoq Bræ; ;;;;;GrIS
GGN0030;61,2149;-48,4512; ; ;Storebræ;Storebræ; ;RGI40-05.04997;G311549E61209N;-48,4511;61,2091;LGIC
GGN0031;61,2157;-48,4309; ; ;Nordre Hængebræ;Nordre Hængebræ; ;RGI40-05.04989;G311571E61214N;-48,4286;61,2144;LGIC
GGN0032;61,2667;-45,2667;Kiattuut Sermiat;Kiagtût Sermiat; ;Kiattuut Sermiat; ;;;;;GrIS
GGN0033;61,2765;-46,1501;Eqalorutsit Killiit Sermiat;Eqalorutsit Kitdlît Sermiat; ;Eqalorutsit Killiit Sermiat; ;;;;;GrIS
GGN0034;61,2966;-44,9608; ; ;Sydtunge;Sydtunge; ;;;;;GrIS
GGN0035;61,2986;-44,7999; ; ;Tretungegletsjer;Tretungegletsjer; ;;;;;GrIS
GGN0036;61,3107;-47,8693;Sermeq;Sermeq;Arsuk Bræ;Sermeq; ;;;;;GrIS
GGN0037;61,3123;-44,9964; ; ;Nordtunge;Nordtunge; ;;;;;GrIS
GGN0038;61,3457;-44,9839;Qooqqup Sermia;Qôrqup Sermia; ;Qooqqup Sermia; ;;;;;GrIS
GGN0039;61,3517;-47,8065; ; ;Sortisen;Sortisen; ;;;;;GrIS
GGN0040;61,3662;-45,1586; ; ;Sydgletsjer;Sydgletsjer; ;;;;;GrIS
GGN0041;61,3753;-45,7318;Eqalorutsit Kangilliit Sermiat;Eqalorutsit Kangigdlît Sermiat; ;Eqalorutsit Kangilliit Sermiat; ;;;;;GrIS
GGN0042;61,4333;-45,4; ; ;Nordbogletsjer;Nordbogletsjer; ;;;;;GrIS
GGN0043;61,4558;-44,9518; ; ;Østgletsjer;Østgletsjer; ;;;;;GrIS
GGN0044;61,478;-45,1564; ; ;Nordgletsjer;Nordgletsjer; ;;;;;GrIS
GGN0045;61,5198;-47,9697; ; ;Sioralik Bræ;Sioralik Bræ; ;;;;;GrIS
GGN0046;61,6377;-48,1399;Sermiligaarsuup Sermia; ;Sermiligaarsuk Bræ;Sermiligaarsuup Sermia; ;;;;;GrIS
GGN0047;61,9667;-48,6333;Uukkaasorsuaq;Ùkâssorssuaq;Sermilik Bræ;Uukkaasorsuaq; ;;;;;GrIS
GGN0048;62,0795;-48,7666; ; ;Nigerlikasik Bræ;Nigerlikasik Bræ; ;;;;;GrIS
GGN0049;62,1954;-48,8274; ; ;Akulleq Bræ;Akulleq Bræ; ;;;;;GrIS
GGN0050;62,2;-42,35;Sikuijivittip Apusiia;Sikuijivítip Apusîa; ;Sikuijivittip Apusiia; ;;;;;GrIS
GGN0051;62,222;-48,9731; ; ;Avannarleq Bræ;Avannarleq Bræ; ;;;;;GrIS
GGN0052;62,5571;-49,8911;Sioqqap Sermia; ;Frederikshåb Isblink;Sioqqap Sermia; ;;;;;GrIS
GGN0053;62,9052;-42,6851; ; ;Heimdal Gletsjer;Heimdal Gletsjer; ;;;;;GrIS
GGN0054;63,0556;-42,3807; ; ;Garm;Garm; ;RGI40-05.06021;G317519E63061N;-42,4809;63,0607;LGIC
GGN0055;63,0659;-49,5848;Nakkaasorsuaq;Nákâssorssuaq; ;Nakkaasorsuaq;Allumersat Qinnguata Sermia;;;;;GrIS
GGN0056;63,1833;-41,5833;Apusiigajik;Apusîkajik; ;Apusiigajik; ;RGI40-05.06236;G318388E63185N;-41,6125;63,1849;LGIC
GGN0057;63,2216;-42,5455; ; ;Guldfaxe;Guldfaxe; ;;;;;GrIS
GGN0058;63,2899;-41,4678; ; ;Bjarke Gletsjer;Bjarke Gletsjer; ;RGI40-05.06305;G318528E63295N;-41,4722;63,2953;LGIC
GGN0059;63,2926;-41,9168;Apusiigajik;Apusîkajik;Skinfaxe;Apusiigajik;"Apusiikajik; Apusiigai";;;;;GrIS
GGN0060;63,305;-42,3669; ; ;Rimfaxe;Rimfaxe; ;;;;;GrIS
GGN0061;63,3056;-41,2961; ; ;Hjalte Gletsjer;Hjalte Gletsjer; ;RGI40-05.06324;G318697E63308N;-41,3032;63,3084;LGIC
GGN0062;63,3086;-41,2467;Apusiigajik;Apusîkajik; ;Apusiigajik; ;RGI40-05.06320;G318744E63310N;-41,2560;63,3101;LGIC
GGN0063;63,3255;-42,2718; ; ;Ygdrasil;Ygdrasil; ;RGI40-05.06267;G317703E63336N;-42,2975;63,3356;LGIC
GGN0064;63,3304;-42,1594; ; ;Tjasse Gletsjer;Tjasse Gletsjer; ;;;;;GrIS
GGN0065;63,3342;-40,7008;Apusiigajik;Apusîkajik; ;Apusiigajik; ;RGI40-05.06412;G318850E63397N;-41,1505;63,3966;LGIC
GGN0066;63,3351;-41,5076; ; ;Vigge Gletsjer;Vigge Gletsjer; ;RGI40-05.06401;G318483E63335N;-41,5175;63,3349;LGIC
GGN0067;63,3714;-41,5263;Qoornersaata Apuseertakajaa;Qôrnersâta Apusêrtakajâ;Njord Gletsjer;Qoornersaata Apuseertakajaa; ;RGI40-05.06394;G318464E63372N;-41,5364;63,3718;LGIC
GGN0068;63,3833;-41,7167;Apuseerajik;Apusêrajik; ;Apuseerajik; ;RGI40-05.06423;G318284E63395N;-41,7162;63,3945;LGIC
GGN0069;63,431;-41,9608;Kattilersarpik;Kagtilersarpik;Rumleren;Kattilersarpik;Apuseerngai;;;;;GrIS
GGN0070;63,454;-41,9659;Singiiaaleqaaq;Singîâleqaoq; ;Singiiaaleqaaq;Tingiaaleraar;RGI40-05.06466;G318031E63454N;-41,9687;63,4536;LGIC
GGN0071;63,4589;-41,815;Miialeqaaq;Mîaleqaoq; ;Miialeqaaq; ;RGI40-05.06485;G318182E63459N;-41,8182;63,4586;LGIC
GGN0072;63,4596;-41,7496;Apusiigajik;Apusîkajik;Skjoldmøen;Apusiigajik;"Apusiikajik; Apusiigai";RGI40-05.06486;G318253E63432N;-41,7475;63,4320;LGIC
GGN0073;63,5429;-41,9912; ; ;Thrym Gletsjer;Thrym Gletsjer; ;;;;;GrIS
GGN0074;63,5576;-50,3999;Sermeq;Sermeq; ;Sermeq; ;;;;;GrIS
GGN0075;63,5832;-41,2358; ; ;Sigyn Gletsjer;Sigyn Gletsjer; ;RGI40-05.06803;G318726E63593N;-41,2741;63,5928;LGIC
GGN0076;63,5869;-41,6251; ; ;Storehund;Storehund; ;;;;;GrIS
GGN0077;63,6081;-41,7483; ; ;Jomfruen;Jomfruen; ;;;;;GrIS
GGN0078;63,6138;-41,5521; ; ;Lossen;Lossen; ;;;;;GrIS
GGN0079;63,6407;-41,4878; ; ;Skorpionen;Skorpionen; ;;;;;GrIS
GGN0080;63,6415;-41,1585; ; ;Tjalfe Gletsjer;Tjalfe Gletsjer; ;RGI40-05.06796;G318852E63633N;-41,1476;63,6333;LGIC
GGN0081;63,6454;-41,0531; ; ;Røskva Gletsjer;Røskva Gletsjer; ;RGI40-05.06799;G318955E63641N;-41,0454;63,6406;LGIC
GGN0082;63,6912;-41,8681; ; ;Mælkevejen;Mælkevejen; ;;;;;GrIS
GGN0083;63,7046;-40,7387; ; ;Gymer Gletsjer;Gymer Gletsjer; ;RGI40-05.07003;G319232E63744N;-40,7676;63,7444;LGIC
GGN0084;63,7051;-40,879; ; ;Gerd Gletsjer;Gerd Gletsjer; ;RGI40-05.07005;G319028E63741N;-40,9721;63,7405;LGIC
GGN0085;63,7167;-41,65; ; ;Storebjørn;Storebjørn; ;;;;;GrIS
GGN0086;63,7247;-40,9773; ; ;Ydun Gletsjer;Ydun Gletsjer; ;RGI40-05.07005;G319028E63741N;-40,9721;63,7405;LGIC
GGN0087;63,8095;-40,6769; ; ;Gjallerbroen;Gjallerbroen; ;RGI40-05.07011;G319268E63812N;-40,7324;63,8117;LGIC
GGN0088;63,8797;-40,7282; ; ;Gungner;Gungner; ;RGI40-05.07168;G319152E63854N;-40,8482;63,8536;LGIC
GGN0089;63,8846;-41,7654; ; ;A.P. Bernstorff Gletsjer;A.P. Bernstorff Gletsjer; ;;;;;GrIS
GGN0090;63,9;-41,3333; ; ;Sleipner;Sleipner; ;;;;;GrIS
GGN0091;63,9502;-41,5146; ; ;Fimbulgletsjer;Fimbulgletsjer; ;;;;;GrIS
GGN0092;64,1159;-40,607;Qapiarpik;Qapiarpik; ;Qapiarpik;Qapiarpi;RGI40-05.07193;G319241E64087N;-40,7588;64,0868;LGIC
GGN0093;64,15;-49,75;Kangaasarsuup Sermia;Kangaussarssûp Sermia; ;Kangaasarsuup Sermia; ;;;;;GrIS
GGN0094;64,2966;-49,6102;Kangiata Nunaata Sermia;Kangiata nunâta Sermia; ;Kangiata Nunaata Sermia; ;;;;;GrIS
GGN0095;64,35;-41,5667; ; ;Gråulv;Gråulv; ;;;;;GrIS
GGN0096;64,363;-40,9308;Apuseerserpia;Apusêrserpia; ;Apuseerserpia; ;;;;;GrIS
GGN0097;64,3833;-49,4779;Akullersuup Sermia;Akugdlerssûp Sermia; ;Akullersuup Sermia; ;;;;;GrIS
GGN0098;64,3981;-40,6551;Puisertoq;Puisertoq; ;Puisertoq; ;;;;;GrIS
GGN0099;64,4049;-51,1232;Sermikasik; ; ;Sermikasik; ;RGI40-05.07469;G308910E64399N;-51,0902;64,3989;LGIC
GGN0100;64,462;-40,2057;Kangerup Apusiia;Kangerup Apusîa; ;Kangerup Apusiia;Kangi Apusiia;RGI40-05.07490;G319659E64488N;-40,3412;64,4882;LGIC
GGN0101;64,4872;-49,5064;Qamanaarsuup Sermia;Qamanârssûp Sermia; ;Qamanaarsuup Sermia; ;;;;;GrIS
GGN0102;64,6672;-49,8576;Narsap Sermia;Narssap Sermia; ;Narsap Sermia; ;;;;;GrIS
GGN0103;64,8667;-49,9;Kangilinnguata Sermia;Kangilínguata Sermia; ;Kangilinnguata Sermia; ;;;;;GrIS
GGN0104;65,0731;-40,1955;Apuseeq;Apusêq; ;Apuseeq; ;;;;;GrIS
GGN0105;65,2869;-50,4289;Saqqap Sermia;Sarqap Sermia; ;Saqqap Sermia; ;;;;;GrIS
GGN0106;65,3167;-51,8333;Sermeralak;Sermeralak; ;Sermeralak; ;RGI40-05.00035;G308167E65307N;-51,8327;65,3069;LGIC
GGN0107;65,6142;-52,4541;Sermeralak Killeq; ; ;Sermeralak Killeq; ;RGI40-05.00340;G307572E65613N;-52,4281;65,6132;LGIC
GGN0108;65,628;-38,7084;Nattivit Apusiiat;Apusêrsêrpia; ;Nattivit Apusiiat;"Apuseerseerpia; Naddivid Apusiiad; Apuseer";;;;;GrIS
GGN0109;65,6288;-52,0853;Qapiarfiup Sermia;Qapiarfiup Sermia; ;Qapiarfiup Sermia; ;RGI40-05.00115;G307874E65600N;-52,1262;65,6000;LGIC
GGN0110;65,6326;-52,6537;Sermeralak; ; ;Sermeralak; ;RGI40-05.00111;G307352E65626N;-52,6485;65,6259;LGIC
GGN0111;65,6472;-37,0777;Apusiaajik;Apusiâjik; ;Apusiaajik;Apusiaai;RGI40-05.11158;G322948E65651N;-37,0525;65,6512;LGIC
GGN0112;65,649;-52,4373;Sermeralak Kangilleq; ; ;Sermeralak Kangilleq; ;RGI40-05.00355;G307607E65641N;-52,3931;65,6410;LGIC
GGN0113;65,6551;-36,9815;Apusiaajik Kiatteq;Apusiâjik; ;Apusiaajik Kiatteq;"Apusiaajik; Apusiaai Kiadder";RGI40-05.11117;G323016E65653N;-36,9839;65,6528;LGIC
GGN0114;65,6632;-51,5568;Aappilanileralak; ; ;Aappilanileralak; ;RGI40-05.00086;G308448E65663N;-51,5517;65,6631;LGIC
GGN0115;65,7035;-38,7412; ; ;Bussemandgletsjer;Bussemandgletsjer; ;;;;;GrIS
GGN0116;65,7333;-37;Apuseeq;Apusêq; ;Apuseeq; ;RGI40-05.11219;G322988E65738N;-37,0124;65,7379;LGIC
GGN0117;65,8009;-38,2236;Apuseerajik Anngittumanngitteq; ;Hobbs Gletsjer;Apuseerajik Anngittumanngitteq;Apuseerngai anngitsumanngitser;RGI40-05.11225;G321802E65782N;-38,1978;65,7822;LGIC
GGN0118;65,8609;-36,2318;Apuseertaa;Apusêrtâ; ;Apuseertaa; ;RGI40-05.11354;G323767E65862N;-36,2328;65,8616;LGIC
GGN0119;65,863;-52,5227;Sermeralak; ; ;Sermeralak; ;RGI40-05.00268;G307470E65859N;-52,5300;65,8591;LGIC
GGN0120;65,8673;-38,377;Apuseerajik;Apusêrajik;Hann Gletsjer;Apuseerajik;Apuseerngai;RGI40-05.11257;G321575E65856N;-38,4249;65,8555;LGIC
GGN0121;65,8757;-37,4039; ; ;Dobbeltbræen;Dobbeltbræen; ;RGI40-05.11365;G322578E65882N;-37,4224;65,8822;LGIC
GGN0122;65,9167;-36,55;Apusiiaajik;Apusiâjik; ;Apusiiaajik;"Apusiaajik; Apusiaai";RGI40-05.11398;G323454E65915N;-36,5459;65,9145;LGIC
GGN0123;65,9268;-36,5802;Apusiigajik;Apusîgajik; ;Apusiigajik;"Apusiikajik; Apusiigai";RGI40-05.11414;G323425E65926N;-36,5755;65,9258;LGIC
GGN0124;65,9281;-52,4308;Sermitsiaq Kangilleq; ; ;Sermitsiaq Kangilleq; ;RGI40-05.00828;G307587E65935N;-52,4135;65,9352;LGIC
GGN0125;65,9333;-51,8;Aalasaama;Aulasâma; ;Aalasaama; ;RGI40-05.00314;G308176E65918N;-51,8245;65,9176;LGIC
GGN0126;65,9357;-38,4601;Kangertivala Apusiiala Qeqqarterpaartaa;Apusêrajik;Brückner Gletsjer;Kangertivala Apusiiala Qeqqarterpaartaa;"Apuseerajik; Kangertsivala Apusiiala Qeqqartserpaartaa";;;;;GrIS
GGN0127;65,9447;-37,4422;Apuseerajik;Apusêrajik; ;Apuseerajik;Apuseerngai;RGI40-05.11359;G322551E65918N;-37,4493;65,9180;LGIC
GGN0128;65,9613;-52,0721;Inorersut Sermiat; ; ;Inorersut Sermiat; ;RGI40-05.00310;G307955E65949N;-52,0451;65,9493;LGIC
GGN0129;65,9632;-52,2621;Taateraatsiaat Sermiat;Tâterâtsiait Sermiat; ;Taateraatsiaat Sermiat;Taateraat Sermiat Killeq;RGI40-05.00818;G307687E65965N;-52,3135;65,9645;LGIC
GGN0130;65,9649;-52,5623;Sisuugussiviup Sermia;Sisûgússiviup Sermia; ;Sisuugussiviup Sermia; ;RGI40-05.00303;G307450E65956N;-52,5504;65,9562;LGIC
GGN0131;65,9667;-52,5;Sermitaq Ammalortoq;Sermitaq Angmalortoq; ;Sermitaq Ammalortoq; ;RGI40-05.00839;G307519E65964N;-52,4809;65,9642;LGIC
GGN0132;65,9833;-52,3;Itillineq;Itivdlineq; ;Itillineq; ;RGI40-05.00818;G307687E65965N;-52,3135;65,9645;LGIC
GGN0133;65,9866;-38,4496;Kangertsivala Apusiia; ;Heim Gletsjer;Kangertsivala Apusiia; ;;;;;GrIS
GGN0134;65,9906;-51,8946;Tapa;Tapa; ;Tapa; ;RGI40-05.00304;G308045E65929N;-51,9550;65,9293;LGIC
GGN0135;66,0053;-52,4531;Taateraat Sermiat;Tâterât Sermiat; ;Taateraat Sermiat; ;RGI40-05.00800;G307859E66095N;-52,1410;66,0945;LGIC
GGN0136;66,0096;-38,3644;Kattilertarpia;Kagtilersorpia; ;Kattilertarpia;"Kattilersorpia; Kaddilertsarpia";;;;;GrIS
GGN0137;66,0121;-36,0128;Apuseeq;Apusineq; ;Apuseeq;Apusineq;RGI40-05.13934;G323982E66014N;-36,0178;66,0135;LGIC
GGN0138;66,0152;-52,9947;Sermeralak;Sermeralak; ;Sermeralak;Sermeralaa;RGI40-05.00854;G307077E66077N;-52,9229;66,0765;LGIC
GGN0139;66,0167;-52,2;Taateraatsiaat Sermiat;Tâterâtsiait Sermiat; ;Taateraatsiaat Sermiat;Taateraat Sermiat Kangilleq;RGI40-05.00798;G307793E66027N;-52,2069;66,0270;LGIC
GGN0140;66,0167;-52,8167;Sermitsiaq;Sermitsiaq; ;Sermitsiaq; ;RGI40-05.00817;G307554E66152N;-52,4459;66,1519;LGIC
GGN0141;66,0372;-52,0595;Salliarusiarsuit Sermiat;Sagdliarusiarssuit Sermiat; ;Salliarusiarsuit Sermiat; ;RGI40-05.00824;G307940E66043N;-52,0602;66,0430;LGIC
GGN0142;66,0469;-36,3188;Apuseerajik;Apusêrajik; ;Apuseerajik;Apuseerngaiid;RGI40-05.11639;G323695E66046N;-36,3047;66,0463;LGIC
GGN0143;66,0493;-52,4829;Avannarliup Sermia;Avangnardliup Sermia; ;Avannarliup Sermia; ;RGI40-05.00831;G307600E66099N;-52,4000;66,0993;LGIC
GGN0144;66,05;-52;Salliarutsit Sermiat;Sagdliarutsit Sermiat; ;Salliarutsit Sermiat; ;RGI40-05.00822;G308004E66062N;-51,9958;66,0617;LGIC
GGN0145;66,0607;-51,9042;Ippattaq;Ípagtaq; ;Ippattaq; ;RGI40-05.00821;G308098E66060N;-51,9020;66,0597;LGIC
GGN0146;66,0699;-51,8629;Nakkarajooq;Nákarajôq; ;Nakkarajooq; ;RGI40-05.00814;G308093E66087N;-51,9070;66,0874;LGIC
GGN0147;66,0851;-36,028; ; ;Stephan Gletsjer;Stephan Gletsjer; ;RGI40-05.13886;G323938E66079N;-36,0625;66,0791;LGIC
